ztf_ztfname,ztf_redshift,ztf_redshift_err,ztf_source,ztf_t0,ztf_x0,ztf_x1,ztf_c,ztf_t0_err,ztf_x0_err,ztf_x1_err,ztf_c_err,ztf_cov_t0_x0,ztf_cov_t0_x1,ztf_cov_t0_c,ztf_cov_x0_x1,ztf_cov_x0_c,ztf_cov_x1_c,ztf_mwebv,ztf_mwr_v,ztf_mwebv_err,ztf_fitprob,ztf_ra,ztf_dec,ztf_sn_type,ztf_sub_type,ztf_lccoverage_flag,ztf_fitquality_flag,ztf_iau_name,ztf_frac_fitted,mosthost_sn_name_sp,mosthost_hostnum,mosthost_ra,mosthost_dec,mosthost_origin,mosthost_sn_type,mosthost_sn_z,mosthost_sn_ra,mosthost_sn_dec,mosthost_sn_name,mosthost_sn_name_ptf,mosthost_sn_name_iau,mosthost_sn_name_tns,mosthost_program,mosthost_ls_id_dr9,mosthost_dec_dr9,mosthost_ra_dr9,mosthost_ref_id_dr9,mosthost_brickid_dr9,mosthost_ref_cat_dr9,mosthost_type_dr9,mosthost_dist_arcsec_dr9,mosthost_sep_in_radius_dr9,mosthost_sep_in_radius_sigma_dr9,mosthost_fiberflux_g_dr9,mosthost_fiberflux_r_dr9,mosthost_fiberflux_z_dr9,mosthost_fibertotflux_g_dr9,mosthost_fibertotflux_r_dr9,mosthost_fibertotflux_z_dr9,mosthost_dchisq_1_dr9,mosthost_dchisq_2_dr9,mosthost_dchisq_3_dr9,mosthost_dchisq_4_dr9,mosthost_dchisq_5_dr9,mosthost_ra_ivar_dr9,mosthost_dec_ivar_dr9,mosthost_dered_flux_g_dr9,mosthost_dered_flux_r_dr9,mosthost_dered_flux_w1_dr9,mosthost_dered_flux_w2_dr9,mosthost_dered_flux_w3_dr9,mosthost_dered_flux_w4_dr9,mosthost_dered_flux_z_dr9,mosthost_flux_ivar_g_dr9,mosthost_flux_ivar_r_dr9,mosthost_flux_ivar_w1_dr9,mosthost_flux_ivar_w2_dr9,mosthost_flux_ivar_w3_dr9,mosthost_flux_ivar_w4_dr9,mosthost_flux_ivar_z_dr9,mosthost_fracflux_g_dr9,mosthost_fracflux_r_dr9,mosthost_fracflux_w1_dr9,mosthost_fracflux_w2_dr9,mosthost_fracflux_w3_dr9,mosthost_fracflux_w4_dr9,mosthost_fracflux_z_dr9,mosthost_fracin_g_dr9,mosthost_fracin_r_dr9,mosthost_fracin_z_dr9,mosthost_fracmasked_g_dr9,mosthost_fracmasked_r_dr9,mosthost_fracmasked_z_dr9,mosthost_sga_id_sga,mosthost_sga_galaxy_sga,mosthost_galaxy_sga,mosthost_ra_sga,mosthost_dec_sga,mosthost_ra_leda_sga,mosthost_dec_leda_sga,mosthost_morphtype_sga,mosthost_pa_leda_sga,mosthost_d25_leda_sga,mosthost_ba_leda_sga,mosthost_z_leda_sga,mosthost_ref_sga,mosthost_group_id_sga,mosthost_group_name_sga,mosthost_group_ra_sga,mosthost_group_dec_sga,mosthost_group_diameter_sga,mosthost_d26_sga,mosthost_d26_ref_sga
ZTF20aatuwib,0.05235106,0.00417732,z_snid,58935.11212,0.002009815,0.9145739265571214,-0.032195828,0.7003854814574879,9.886249478523906e-05,0.2008808946390077,0.035975032,-4.59e-05,-0.084389179,0.008719747,3.813329879907749e-06,-2.86e-06,-0.001208461,0.093632576,3.1,0,0.9951875773917118,255.322362,2.911582,snia-cosmo,norm,0.0,1.0,2020eth,96.875,ZTF20aatuwib,0,255.32491613532048,2.9113157145899766,dr9 and local_universe,SN Ia,0.048,255.3223427,2.9115956,ZTF20aatuwib,,,,ztf_superset,9906622616635862.0,2.9113157145899766,255.32491613532048,171324.0,348669.0,L3,SER,9.307111,1.5582616,0.000860893,11.286323,20.217518,31.93184,11.286323,20.217518,31.93184,0.0,0.0,0.0,0.0,0.0,3698100000000.0,4716990000000.0,408.17484,658.032,637.5487,421.0396,2775.0999,6707.348,944.3087,16.215832,5.200148,0.330642,0.131397,0.000327,7e-06,1.197828,0.082267,0.089151,0.144103,0.122531,0.08468,0.473443,0.074187,0.993752,0.993719,0.9937,0.020662,0.020167,0.020775,171324.0,SGA-2020 171324,PGC1240666,255.32491613532048,2.9113157145899766,255.32498400000003,2.9111223,,76.5,0.37153524,0.724436,-99.0,LEDA-20181114,62342.0,PGC1240666,255.32498400000003,2.9111223,0.37153524,0.5539432,SB26
ZTF20aatuwib,0.05235106,0.00417732,z_snid,58935.11212,0.002009815,0.9145739265571214,-0.032195828,0.7003854814574879,9.886249478523906e-05,0.2008808946390077,0.035975032,-4.59e-05,-0.084389179,0.008719747,3.813329879907749e-06,-2.86e-06,-0.001208461,0.093632576,3.1,0,0.9951875773917118,255.322362,2.911582,snia-cosmo,norm,0.0,1.0,2020eth,96.875,ZTF20aatuwib,1,255.3258973973569,2.9043430828820203,dr9,SN Ia,0.048,255.3223427,2.9115956,ZTF20aatuwib,,,,ztf_superset,9906622616635884.0,2.9043430828820203,255.3258973973569,0.0,348669.0,,SER,29.069271,7.1326427,0.008474339,4.401696,10.527802,22.78473,4.422046,10.572021,22.860859,276054.22,593458.75,734352.9,759447.3,759472.5,1483100000000.0,4222550000000.0,63.428047,136.47278,307.42224,216.36194,1101.8297,2982.9321,268.26303,90.32916,24.769325,0.736309,0.278831,0.000584,1e-05,5.460587,0.156329,0.150188,0.099203,0.079835,0.188036,0.619234,0.109351,0.99997,0.999966,0.999968,0.006373,0.006629,0.006281,,,,,,,,,,,,,,,,,,,,
ZTF20aatvsjw,0.05083124,1.015e-05,z_gal,58942.46560594269,0.002133972,1.0628243597267282,-0.012487541,0.3941691409381747,7.81997880586738e-05,0.2799331377531047,0.033643712,-2.3e-07,-0.087910641,0.000459773,-4.6e-06,-2.22e-06,0.000637312,0.025867468,3.1,0,0.9991947595700924,129.288845,-1.985987,snia-cosmo,91t,1.0,1.0,2020etg,100.0,ZTF20aatvsjw,0,129.29023618184928,-1.986720797,dr9,SN Ia-91T-like,0.051,129.2888332,-1.9859655,ZTF20aatvsjw,,,,ztf_superset,9906620696167268.0,-1.986720797,129.29023618184928,0.0,319365.0,,REX,5.7334647,5.3197627,0.3297771,0.167737,0.283902,0.449951,0.186805,0.316381,0.497313,209.04337,339.33554,302.038,340.47766,0.0,2183858000.0,2212718600.0,0.708866,1.165426,-0.430053,1.390701,0.849383,753.4149,1.798888,372.55377,112.35477,2.233442,0.589123,0.000986,1.4e-05,22.746883,0.941318,0.966908,257.01587,72.42997,1974.0518,2037.7839,0.765791,0.998167,0.998265,0.750389,0.017021,0.016351,0.01593,,,,,,,,,,,,,,,,,,,,
ZTF20aatvsjw,0.05083124,1.015e-05,z_gal,58942.46560594269,0.002133972,1.0628243597267282,-0.012487541,0.3941691409381747,7.81997880586738e-05,0.2799331377531047,0.033643712,-2.3e-07,-0.087910641,0.000459773,-4.6e-06,-2.22e-06,0.000637312,0.025867468,3.1,0,0.9991947595700924,129.288845,-1.985987,snia-cosmo,91t,1.0,1.0,2020etg,100.0,ZTF20aatvsjw,1,129.28843671104195,-1.988298836,dr9,SN Ia-91T-like,0.051,129.2888332,-1.9859655,ZTF20aatvsjw,,,,ztf_superset,9906620696167232.0,-1.988298836,129.28843671104195,0.0,319365.0,,SER,8.520274,3.8585927,0.000573875,27.396078,54.060688,90.84276,27.400047,54.06723,90.85195,1141417.6,4046936.5,3857487.0,4192787.0,4192964.5,23466100000000.0,10610600000000.0,235.43826,451.26935,809.7172,584.919,5197.0664,10745.244,738.5067,23.407452,7.64758,0.434272,0.199968,0.000878,1.3e-05,3.37224,0.008563,0.004824,0.017436,0.028466,66.93206,149.91277,0.003096,0.7331,0.7669,0.536994,0.000145,0.000143,0.000212,,,,,,,,,,,,,,,,,,,,
ZTF20aatwonv,0.02264654,1.425e-05,z_gal,58945.13656,0.002745387,-0.410001739,0.3065773592076646,0.2369117753041791,0.000130526,0.1542892595451058,0.038593153,-6.32e-06,-0.018717661,0.002257977,-5.43e-06,-4.44e-06,0.00015012,0.025826651,3.1,0,0.4352738814899028,135.948927,29.159192,snia-cosmo,norm,0.0,1.0,2020euz,100.0,ZTF20aatwonv,0,135.94948945926558,29.16018738866269,dr9 and local_universe,SN Ia,-9999.0,135.94906715000002,29.1592774,ZTF20aatwonv,,,,ztf_superset,9906632035598614.0,29.16018738866269,135.94948945926558,1359628.0,492391.0,L3,SER,3.5347593,0.47127414,0.000259299,6.687904,10.49704,14.854368,6.687904,10.49704,14.854368,0.0,0.0,0.0,0.0,0.0,8165680000000.0,1816550000000.0,185.66891,283.0856,232.07399,134.77219,336.56073,260.39893,390.16458,57.723644,10.092637,0.680694,0.222053,0.000358,7e-06,2.295705,0.00088,0.001019,0.028916,0.034408,0.141571,2.761163,0.000729,0.998493,0.997828,0.994555,0.004604,0.004144,0.003792,1359628.0,SGA-2020 1359628,PGC1857547,135.94948945926558,29.16018738866269,135.94941149999997,29.1602148,Sc,23.6,0.47863013,0.45708817,0.022646999,LEDA-20181114,499427.0,PGC1857547,135.94941149999997,29.1602148,0.47863013,0.8681077,SB26
ZTF20aatxryt,0.02944676,0.00042809,z_nonSEDm,58939.999993663216,0.001215594,4.138950691012912,0.3649144148603134,0.507763043,4.781344388397456e-05,0.2545583616220273,0.045158686,-9.86e-10,-1.32e-05,6.558500476130547e-07,-2.12e-06,-1.58e-06,-0.003022964,0.023943109,3.1,0,2.031698393646065e-92,167.946549,29.3851,snia-pec,csm,1.0,0.0,2020eyj,75.0,ZTF20aatxryt,0,167.94650514695363,29.385029179507004,dr9,SN Ia,0.03,167.9465821,29.38511745,ZTF20aatxryt,,,,ztf_superset,9906632125255336.0,29.385029179507004,167.94650514695363,0.0,493759.0,,REX,0.39905742,0.49900016,0.005817942,2.432972,3.144814,3.546016,2.439499,3.172843,3.596222,10011.091,13588.726,13590.15,13647.905,0.0,130145000000.0,115298000000.0,7.469501,9.39871,4.906558,-0.711653,-6.994134,1575.0885,10.341673,133.71011,83.05964,3.383336,0.765103,0.001034,1.4e-05,6.991636,0.008767,0.027662,0.471552,7.669611,6.679783,1.237016,0.04853,0.998299,0.983602,0.994994,0.004406,0.004347,0.005964,,,,,,,,,,,,,,,,,,,,
ZTF20aatxryt,0.02944676,0.00042809,z_nonSEDm,58939.999993663216,0.001215594,4.138950691012912,0.3649144148603134,0.507763043,4.781344388397456e-05,0.2545583616220273,0.045158686,-9.86e-10,-1.32e-05,6.558500476130547e-07,-2.12e-06,-1.58e-06,-0.003022964,0.023943109,3.1,0,2.031698393646065e-92,167.946549,29.3851,snia-pec,csm,1.0,0.0,2020eyj,75.0,ZTF20aatxryt,1,167.9438673506058,29.385733433762763,dr9,SN Ia,0.03,167.9465821,29.38511745,ZTF20aatxryt,,,,ztf_superset,9906632125255296.0,29.385733433762763,167.9438673506058,0.0,493759.0,,DEV,8.799674,21.791351,2.3697836,0.177929,0.560351,2.79647,0.177929,0.560351,2.79647,857.051,875.7007,889.5193,885.9411,890.0802,17569230000.0,15219548000.0,0.333084,1.021197,17.083908,27.326166,55.984894,421.2221,4.973461,661.7599,178.2536,3.153294,0.700725,0.001067,1.4e-05,28.53021,0.0,0.0,0.045014,0.015342,0.219646,1.603134,0.0,0.89358,0.989146,0.929025,0.010943,0.018758,0.014916,,,,,,,,,,,,,,,,,,,,
ZTF20aatzfin,0.06679736,1.297e-05,z_gal,58930.61384716624,0.000659509,1.139990644473517,0.085655465,1.0612175333262712,5.643454797273512e-05,0.3196444991325614,0.038263315,-4.34e-05,-0.099837009,0.020163121,-5.16e-06,-1.59e-06,-0.001183785,0.014754172,3.1,0,0.5938624113054111,203.075187,67.006967,snia-cosmo,norm,0.0,0.0,2020exs,100.0,ZTF20aatzfin,0,203.07433565425129,67.00645972118464,dr9,SN Ia,0.0668,203.075118,67.0069742,ZTF20aatzfin,,,,ztf_superset,9907740933686364.0,67.00645972118464,203.07433565425129,0.0,635617.0,,REX,2.1542368,0.69016516,0.001576804,3.34406,5.069971,6.553004,3.347289,5.07399,6.556097,68312.65,183584.8,181894.66,183808.19,0.0,257115000000.0,263376000000.0,61.79188,92.14286,59.698494,38.5282,73.89331,6738.1377,117.313416,28.80201,7.249572,1.857491,0.719078,0.001791,2.7e-05,3.51927,0.089322,0.060085,0.538977,0.52191,2.695989,0.948593,0.037166,0.992433,0.993991,0.995322,0.012699,0.012811,0.012919,,,,,,,,,,,,,,,,,,,,
ZTF20aatzfin,0.06679736,1.297e-05,z_gal,58930.61384716624,0.000659509,1.139990644473517,0.085655465,1.0612175333262712,5.643454797273512e-05,0.3196444991325614,0.038263315,-4.34e-05,-0.099837009,0.020163121,-5.16e-06,-1.59e-06,-0.001183785,0.014754172,3.1,0,0.5938624113054111,203.075187,67.006967,snia-cosmo,norm,0.0,0.0,2020exs,100.0,ZTF20aatzfin,1,203.07690980546724,67.00571594474059,dr9,SN Ia,0.0668,203.075118,67.0069742,ZTF20aatzfin,,,,ztf_superset,9907740933686382.0,67.00571594474059,203.07690980546724,0.0,635617.0,,EXP,5.1833887,3.0842948,0.051831026,1.121095,1.228935,1.029752,1.563692,1.901081,1.896607,3006.8809,3824.3938,3729.892,3856.217,3877.1177,28158314000.0,14599296000.0,5.897909,6.358784,19.533495,8.959284,82.9011,1211.9911,5.248318,118.199554,31.529922,3.300789,1.175978,0.002492,3.2e-05,16.145746,1.520886,1.79237,1.847938,3.269067,1.347528,0.793419,2.115329,0.999965,0.999973,1.000004,0.000444,0.000398,0.000454,,,,,,,,,,,,,,,,,,,,
ZTF20aatzwgk,0.01448238,1.253e-05,z_gal,58949.26686,0.004651034,-1.005914666,0.3078311483369395,0.1725366616992687,0.000180953,0.1010443455532702,0.033584145,1.956623603371683e-06,-0.003585873,-0.001290937,-5.12e-06,-5.01e-06,-0.000110848,0.031120619,3.1,0,2.40965989086572e-64,240.276132,19.450205,snia-pec,91bg,1.0,0.0,2020fhs,79.24528301886792,ZTF20aatzwgk,0,240.2741227750192,19.455509098155808,dr9,SN Ia-91bg-like,0.0145,240.2761759,19.4501855,ZTF20aatzwgk,,,,ztf_superset,9906628706504308.0,19.455509098155808,240.2741227750192,0.0,441593.0,,SER,20.392757,15.183385,0.11339005,0.694459,2.93761,5.906611,0.85728,3.28248,6.526927,0.0,0.0,0.0,0.0,0.0,299153000000.0,102382000000.0,2.609506,10.659081,13.292034,7.849197,-16.71781,362.61353,20.76124,613.0178,145.89995,2.73905,0.822394,0.001549,1.3e-05,23.856468,0.60276,0.303343,3.473065,3.647732,4.087036,1.208154,0.308059,0.999973,0.750001,0.75,0.0,0.000182,0.0,,,,,,,,,,,,,,,,,,,,
ZTF20aatzwgk,0.01448238,1.253e-05,z_gal,58949.26686,0.004651034,-1.005914666,0.3078311483369395,0.1725366616992687,0.000180953,0.1010443455532702,0.033584145,1.956623603371683e-06,-0.003585873,-0.001290937,-5.12e-06,-5.01e-06,-0.000110848,0.031120619,3.1,0,2.40965989086572e-64,240.276132,19.450205,snia-pec,91bg,1.0,0.0,2020fhs,79.24528301886792,ZTF20aatzwgk,1,240.27256499957207,19.435385144876324,dr9,SN Ia-91bg-like,0.0145,240.2761759,19.4501855,ZTF20aatzwgk,,,,ztf_superset,9906628706504272.0,19.435385144876324,240.27256499957207,0.0,441593.0,,DEV,54.6731,19.442173,1.6152917,0.158557,0.277635,0.578331,0.172057,0.306239,0.629769,277.79315,342.86957,357.1764,356.425,357.2449,3193967600.0,2078991100.0,0.878066,1.484675,-4.265108,-5.282069,-88.448845,63.299274,2.995897,192.15805,84.29562,2.497153,0.60717,0.001074,1.1e-05,11.210251,0.045809,0.123261,1.23793,0.607812,0.455747,8.916197,0.077957,0.812454,0.8055,0.81069,0.118415,0.113472,0.151317,,,,,,,,,,,,,,,,,,,,
ZTF20aaubotx,0.09712092,1.268e-05,z_gal,58934.01722853417,0.000580987,-0.67853188,-0.156441184,2.909756609602482,0.000104399,0.5035726090998344,0.091327056,-0.000285498,-0.885271882,0.1924856363229971,2.1792435603825133e-05,-8.09e-06,-0.01517586,0.03859661,3.1,0,0.6708962066339399,155.237848,0.573699,snia-cosmo,91t,0.0,0.0,2020enj,100.0,ZTF20aaubotx,0,155.23837751348267,0.5722970753714531,dr9,SN Ia,0.104,155.2378059,0.5736985,ZTF20aaubotx,,,,ztf_superset,9906621646640138.0,0.5722970753714531,155.23837751348267,0.0,333868.0,,REX,5.4486213,13.528478,1.2558182,0.303109,0.559072,0.822713,0.303109,0.559072,0.822713,629.63,668.5916,669.8932,671.48883,0.0,9660474000.0,9538692000.0,0.598717,1.057436,1.385881,-0.594962,25.213428,-1638.9587,1.49591,974.2301,294.83716,3.159108,0.639515,0.000516,7e-06,60.08922,0.002944,0.002128,2.656053,3.168245,1.521422,0.678401,0.002603,0.998234,0.993348,0.997381,0.014555,0.013565,0.016673,,,,,,,,,,,,,,,,,,,,
ZTF20aaubotx,0.09712092,1.268e-05,z_gal,58934.01722853417,0.000580987,-0.67853188,-0.156441184,2.909756609602482,0.000104399,0.5035726090998344,0.091327056,-0.000285498,-0.885271882,0.1924856363229971,2.1792435603825133e-05,-8.09e-06,-0.01517586,0.03859661,3.1,0,0.6708962066339399,155.237848,0.573699,snia-cosmo,91t,0.0,0.0,2020enj,100.0,ZTF20aaubotx,1,155.23779933756902,0.5740138689884017,dr9,SN Ia,0.104,155.2378059,0.5736985,ZTF20aaubotx,,,,ztf_superset,9906621646640128.0,0.5740138689884017,155.23779933756902,0.0,333868.0,,EXP,1.1355722,1.5749896,0.01466227,1.113513,1.512587,2.047087,1.113513,1.512587,2.047087,4116.6553,4641.1562,4705.9375,4712.1704,4716.9053,70533370000.0,42767327000.0,2.701325,3.513748,4.58559,-0.17883,-35.22383,171.72156,4.571521,449.27042,131.01047,2.92231,0.617468,0.000478,7e-06,43.881123,0.000681,0.048571,1.50908,25.866932,1.296592,6.937952,0.002422,0.731376,0.66543,0.918964,0.004746,0.005114,0.004988,,,,,,,,,,,,,,,,,,,,
ZTF20aaulzvl,0.07746835,0.00300832,z_snid,58956.15664263251,0.00073592,0.2660062806674548,-0.117165574,0.2930445760466682,2.426147225093717e-05,0.1351047916009884,0.029287974,-1.69e-06,-0.025640917,0.000842901,-1.66e-08,-5.95e-07,-0.000211737,0.015084535,3.1,0,0.023867056,175.064779,35.569666,snia,,1.0,1.0,2020hcl,100.0,ZTF20aaulzvl,0,175.06452918406677,35.569571433073364,dr9,SN Ia,0.075,175.06475600000005,35.56955629999999,ZTF20aaulzvl,,,,ztf_superset,9907733552106324.0,35.569571433073364,175.06452918406677,0.0,522983.0,,EXP,0.66640824,0.39917475,0.006905734,0.286004,0.485729,0.498558,0.286004,0.485729,0.498558,315.97052,479.90652,464.43985,493.43552,493.44366,2846511000.0,1649985800.0,1.476793,2.465936,2.420596,-2.453067,28.992338,-844.3375,2.492358,76.165855,45.262417,3.316534,0.769555,0.000912,1.2e-05,14.227659,0.0,0.0,0.14604,0.170182,0.200428,0.302347,0.0,0.975249,0.97503,0.978712,0.048807,0.046562,0.033979,,,,,,,,,,,,,,,,,,,,
ZTF20aaulzvl,0.07746835,0.00300832,z_snid,58956.15664263251,0.00073592,0.2660062806674548,-0.117165574,0.2930445760466682,2.426147225093717e-05,0.1351047916009884,0.029287974,-1.69e-06,-0.025640917,0.000842901,-1.66e-08,-5.95e-07,-0.000211737,0.015084535,3.1,0,0.023867056,175.064779,35.569666,snia,,1.0,1.0,2020hcl,100.0,ZTF20aaulzvl,1,175.06003679778905,35.57635614607778,dr9,SN Ia,0.075,175.06475600000005,35.56955629999999,ZTF20aaulzvl,,,,ztf_superset,9907733552106278.0,35.57635614607778,175.06003679778905,0.0,522983.0,,SER,28.110413,17.796785,0.2037845,1.191767,2.686123,4.297118,1.191767,2.686123,4.297118,7903.646,10647.125,11821.528,12146.761,12179.143,85163760000.0,118686000000.0,4.464261,9.892764,16.387318,16.414463,47.83419,9.674661,15.583663,100.44116,57.54596,3.152644,0.759343,0.000956,1.2e-05,21.975027,9e-05,0.000126,0.04959,0.034164,0.339915,6615.0005,9.1e-05,0.999141,0.998871,0.999204,0.008747,0.009078,0.006385,,,,,,,,,,,,,,,,,,,,
ZTF20aaulzvl,0.07746835,0.00300832,z_snid,58956.15664263251,0.00073592,0.2660062806674548,-0.117165574,0.2930445760466682,2.426147225093717e-05,0.1351047916009884,0.029287974,-1.69e-06,-0.025640917,0.000842901,-1.66e-08,-5.95e-07,-0.000211737,0.015084535,3.1,0,0.023867056,175.064779,35.569666,snia,,1.0,1.0,2020hcl,100.0,ZTF20aaulzvl,2,175.05150075911737,35.578728547904134,dr9,SN Ia,0.075,175.06475600000005,35.56955629999999,ZTF20aaulzvl,,,,ztf_superset,9907733552106214.0,35.578728547904134,175.05150075911737,0.0,522983.0,,SER,50.958397,23.953144,0.24495016,0.67006,1.201584,1.700101,0.67006,1.201584,1.700101,2863.526,5921.291,4948.171,6189.1763,6225.6646,20587119000.0,15740856000.0,5.445035,9.59996,9.100833,7.596028,-14.687143,47.99941,13.374764,54.97915,32.406242,2.951678,0.708043,0.000889,1.2e-05,10.122856,0.0,0.0,447.42715,538.3514,653.9607,1460.9052,0.0,0.995727,0.996576,0.965659,0.012535,0.012973,0.314067,,,,,,,,,,,,,,,,,,,,
ZTF20aaurhio,0.0847179,2.116e-05,z_gal,58960.14405959286,0.00080371,1.0597052251211612,-0.137856036,0.1985309750962187,2.449674429987178e-05,0.090120396,0.02725498,-1.14e-06,-0.008821018,0.000603175,1.6634026365622156e-07,-5.64e-07,-0.000459241,0.013251459,3.1,0,0.000196052,255.135785,36.626282,snia-cosmo,norm,1.0,1.0,2020gkp,100.0,ZTF20aaurhio,0,255.1364505916281,36.62696463,dr9,SN Ia,0.08,255.1359796,36.62623675,ZTF20aaurhio,,,,ztf_superset,9907733951087820.0,36.62696463,255.1364505916281,0.0,529071.0,,EXP,2.9526134,1.103869,0.00518858,2.318681,4.433853,6.889141,2.318741,4.433977,6.889554,26794.48,50260.14,56410.25,58276.332,58278.402,408742000000.0,110904000000.0,16.229973,30.577055,31.1477,17.923952,89.91857,-494.3916,46.8708,87.40334,23.682444,2.780398,0.930683,0.001091,1.5e-05,7.60012,0.004781,0.00279,0.789508,1.138117,0.860819,1.785882,0.006037,0.997653,0.998221,0.999019,0.004261,0.003158,0.003046,,,,,,,,,,,,,,,,,,,,
ZTF20aaurhio,0.0847179,2.116e-05,z_gal,58960.14405959286,0.00080371,1.0597052251211612,-0.137856036,0.1985309750962187,2.449674429987178e-05,0.090120396,0.02725498,-1.14e-06,-0.008821018,0.000603175,1.6634026365622156e-07,-5.64e-07,-0.000459241,0.013251459,3.1,0,0.000196052,255.135785,36.626282,snia-cosmo,norm,1.0,1.0,2020gkp,100.0,ZTF20aaurhio,1,255.1360495533917,36.63171621757373,dr9,SN Ia,0.08,255.1359796,36.62623675,ZTF20aaurhio,,,,ztf_superset,9907733951087810.0,36.63171621757373,255.1360495533917,0.0,529071.0,,DEV,19.727118,9.043101,0.8122126,0.157141,0.326678,1.085409,0.157141,0.326678,1.085409,248.74821,302.23566,317.00284,316.0011,317.0271,4454002000.0,2663980000.0,0.680663,1.394155,14.079723,7.827806,84.89296,-908.20844,4.570009,130.68341,37.539856,3.014933,0.896332,0.001047,1.4e-05,10.509695,0.065118,0.048872,0.831335,1.077361,0.689309,1.28073,0.025233,0.876789,0.87836,0.852628,0.142783,0.12163,0.09197,,,,,,,,,,,,,,,,,,,,
ZTF20aaurucm,0.06425958,0.00564358,z_snid,58958.99677947125,0.000948957,1.0116076190387724,0.036595807,0.1496222055793623,2.917978668054975e-05,0.1253165949478356,0.02938618,-2.73e-07,-0.008724922,0.000126302,-1.66e-07,-7.27e-07,-0.000194429,0.03530957,3.1,0,0.8212667525952285,129.642218,33.831072,snia-cosmo,norm,1.0,1.0,2020gct,100.0,ZTF20aaurucm,0,129.6421810777653,33.83100602850208,dr9,SN Ia,0.09,129.6421818,33.8311326,ZTF20aaurucm,,,,ztf_superset,9907732997341816.0,33.83100602850208,129.6421810777653,0.0,514518.0,,SER,0.45565835,0.5805822,0.00614954,3.593948,5.724958,7.457891,3.593997,5.725084,7.457987,41163.137,45865.652,46549.797,46329.863,46580.082,568720000000.0,449023000000.0,9.381943,14.363674,11.842578,11.509358,120.86763,1733.9729,18.048523,236.87187,95.36105,2.639824,0.614387,0.000803,1.1e-05,45.020664,0.020022,0.010695,1.334461,0.986998,0.686086,0.640737,0.01297,0.999698,0.999826,0.799895,0.003818,0.001889,0.002461,,,,,,,,,,,,,,,,,,,,
ZTF20aaurucm,0.06425958,0.00564358,z_snid,58958.99677947125,0.000948957,1.0116076190387724,0.036595807,0.1496222055793623,2.917978668054975e-05,0.1253165949478356,0.02938618,-2.73e-07,-0.008724922,0.000126302,-1.66e-07,-7.27e-07,-0.000194429,0.03530957,3.1,0,0.8212667525952285,129.642218,33.831072,snia-cosmo,norm,1.0,1.0,2020gct,100.0,ZTF20aaurucm,1,129.6437169546446,33.83170824686837,dr9,SN Ia,0.09,129.6421818,33.8311326,ZTF20aaurucm,,,,ztf_superset,9907732997341844.0,33.83170824686837,129.6437169546446,0.0,514518.0,,REX,5.0368586,10.1166935,0.09157949,1.146958,5.111278,11.195805,1.147183,5.111636,11.196271,38503.977,42421.89,42572.504,42465.637,0.0,558239000000.0,596947000000.0,2.520997,10.797577,33.819725,25.60849,20.840513,145.56844,22.813112,401.35773,132.45148,2.465201,0.628817,0.000865,1.1e-05,57.582943,0.108412,0.00551,0.188911,0.196297,1.514858,6.453239,0.004316,0.997939,0.998723,0.801069,0.006525,0.00272,0.004682,,,,,,,,,,,,,,,,,,,,
ZTF20aaurwih,0.06740875,1.068e-05,z_gal,58956.11272,0.000679665,-0.818413961,0.076759805,0.3037834123460925,2.432786360630543e-05,0.244557303,0.033517412,-2.23e-06,-0.043822756,0.002153587,-1.79e-07,-6.83e-07,-0.00033897,0.048239973,3.1,0,0.9725709362996896,116.758258,51.718397,snia-cosmo,norm,1.0,1.0,2020gde,100.0,ZTF20aaurwih,0,116.7593956091041,51.71944979,dr9 and local_universe,SN Ia,0.0675,116.75822859999998,51.7184205,ZTF20aaurwih,,,,ztf_superset,9907737982078748.0,51.71944979,116.7593956091041,630269.0,590579.0,L3,SER,4.5282016,1.0861682,0.000683537,14.779393,29.086899,47.66542,14.779448,29.086971,47.665436,0.0,0.0,0.0,0.0,0.0,4912370000000.0,5256300000000.0,303.34113,565.5137,747.08624,496.9797,2846.4849,3992.8535,882.1673,17.026594,4.755425,0.381217,0.169025,0.00056,1e-05,1.229825,0.000451,0.000335,0.009392,0.009634,0.012681,0.163628,0.000329,0.999065,0.99912,0.666272,0.007542,0.010278,0.007219,630269.0,SGA-2020 630269,PGC2398877,116.7593956091041,51.71944979,116.7593625,51.7195004,Sbc,118.33,0.40738028,0.77624714,0.067466006,LEDA-20181114,231918.0,PGC2398877,116.7593625,51.7195004,0.40738028,0.5185782,SB26
